securityName,secId,performanceId,holdingTypeId,weighting,numberOfShare,marketValue,shareChange,country,ticker,totalReturn1Year,forwardPERatio,stockRating,assessment,economicMoat,sector,sectorCode,holdingTrend,holdingType,isin,cusip,secondarySectorId,superSectorName,primarySectorName,secondarySectorName,firstBoughtDate,maturityDate,coupon,currency,localCurrencyCode,prospectusNetExpenseRatio,oneYearReturn,morningstarRating,ePUsedForOverallRating,analystRating,medalistRating,medalistRatingLabel,hasIssuerRating,overallRatingPublishDateUtc,totalAssets,ttmYield,epUsedFor1YearReturn,morningstarCategory,totalAssetsMagnitude,lastTurnoverRatio,susEsgRiskScore,susEsgRiskGlobes,esgAsOfDate,susEsgRiskCategory,managementExpenseRatio,qualRating,quantRating,bestRatingType,securityType,domicileCountryId,currencyName,originalMarketValue,isMomentumFilterFlag
Macquarie Group Ltd,0P00006WOC,0P00006WOC,E,2.4617,595631.0,91609159.0,52480.0,Australia,MQG,-2.5474,,3,Fairly Valued,Narrow,Financial Services,financialService,"{'trend': [75920586.0, 80125500.0, 90550011.0, 91609159.0]}",Equity,AU000000MQG1,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,18.507,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,91609159.0,False
CSL Ltd,0P00006WCJ,0P00006WCJ,E,2.28345,796016.0,84975732.0,72795.0,Australia,CSL,-39.05,,5,Undervalued,Narrow,Healthcare,healthcare,"{'trend': [96153250.0, 91218463.0, 103159226.0, 84975732.0]}",Equity,AU000000CSL8,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,25.0256,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,84975732.0,True
Goodman Group,0P0000A13L,0P0000A13L,ER,1.94713,3344444.0,72460075.0,3344444.0,Australia,GMG,-10.4678,,3,Fairly Valued,Narrow,Real Estate,realEstate,"{'trend': [64557797.0, 68988150.0, 73661784.0, 72460075.0]}",Equity,AU000000GMG2,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,11.3619,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,72460075.0,False
Rio Tinto Ltd,0P00006WVI,0P00006WVI,E,1.87336,607112.0,69714781.0,51546.0,Australia,RIO,40.9217,,2,Overvalued,None,Basic Materials,basicMaterials,"{'trend': [52343181.0, 59453192.0, 65759085.0, 69714781.0]}",Equity,AU000000RIO1,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,20.9612,3.0,2026-01-07T06:00:00.000,Medium,,,2,Qual,ST,AUS,Australian Dollar,69714781.0,False
Sea Ltd ADR,0P0001BRQ3,0P0001BRQ3,E,1.82541,626028.0,67930298.0,72033.0,Singapore,SE,-15.8714,,5,Undervalued,Narrow,Consumer Cyclical,consumerCyclical,"{'trend': [86262516.0, 79697189.0, 74836321.0, 67930298.0]}",Equity,US81141R1005,81141R100,,,,,2026-02-06T06:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,23.3408,3.0,2026-01-07T06:00:00.000,Medium,,,5,Qual,ST,CYM,US Dollar,67930298.0,False
United Overseas Bank Ltd,0P0000A692,0P0000A692,E,1.67347,2052719.0,62275867.0,160500.0,Singapore,U11,6.3492,,2,Overvalued,Narrow,Financial Services,financialService,"{'trend': [53136965.0, 55804806.0, 63268211.0, 62275867.0]}",Equity,SG1M31001969,,,,,,2026-02-06T06:00:00.000,,,SGD,SGD,,,,0,,,,False,,,,0,,,,14.8175,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,SGP,Singapore Dollar,62275867.0,False
Woodside Energy Group Ltd,0P00006X25,0P00006X25,E,1.51983,3108739.0,56558409.0,267044.0,Australia,WDS,25.0938,,5,Undervalued,None,Energy,energy,"{'trend': [50436138.0, 48892126.0, 56295848.0, 56558409.0]}",Equity,AU0000224040,980228100,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,35.4316,2.0,2026-01-07T06:00:00.000,High,,,4,Qual,ST,AUS,Australian Dollar,56558409.0,False
Transurban Group,0P00006X04,0P00006X04,E,1.35137,5092618.0,50289537.0,464800.0,Australia,TCL,11.9369,,3,Fairly Valued,Wide,Industrials,industrials,"{'trend': [49455051.0, 48212012.0, 50964223.0, 50289537.0]}",Equity,AU000000TCL6,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,7.6725,5.0,2026-01-07T06:00:00.000,Negligible,,,3,Qual,ST,AUS,Australian Dollar,50289537.0,False
Singapore Telecommunications Ltd,0P0000A69D,0P0000A69D,E,1.25179,12179183.0,46583883.0,1031500.0,Singapore,Z74,54.9555,,2,Overvalued,None,Communication Services,communicationsServices,"{'trend': [44019268.0, 42987533.0, 45047768.0, 46583883.0]}",Equity,SG1T75931496,,,,,,2026-02-06T06:00:00.000,,,SGD,SGD,,,,0,,,,False,,,,0,,,,19.2554,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,SGP,Singapore Dollar,46583883.0,False
Woolworths Group Ltd,0P00006X26,0P00006X26,E,1.20803,1997036.0,44955329.0,168777.0,Australia,WOW,5.1475,,3,Fairly Valued,Wide,Consumer Defensive,consumerDefensive,"{'trend': [38100085.0, 39159655.0, 44108334.0, 44955329.0]}",Equity,AU000000WOW2,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,20.1242,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,44955329.0,False
Northern Star Resources Ltd,0P00006Y45,0P00006Y45,E,1.18717,2221855.0,44178922.0,512713.0,Australia,NST,61.431,,1,Overvalued,None,Basic Materials,basicMaterials,"{'trend': [39351561.0, 39446754.0, 46097657.0, 44178922.0]}",Equity,AU000000NST8,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,32.7922,2.0,2026-01-07T06:00:00.000,High,,,2,Qual,ST,AUS,Australian Dollar,44178922.0,False
Sun Hung Kai Properties Ltd,0P00009RPC,0P00009RPC,E,1.09941,2373834.0,40912986.0,197000.0,Hong Kong,00016,97.3815,,2,Overvalued,None,Real Estate,realEstate,"{'trend': [29600947.0, 28790625.0, 39052740.0, 40912986.0]}",Equity,HK0016000132,,,,,,2026-02-06T06:00:00.000,,,HKD,HKD,,,,0,,,,False,,,,0,,,,15.1609,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,HKG,Hong Kong Dollar,40912986.0,False
Fortescue Ltd,0P00006WI4,0P00006WI4,E,1.05311,2768169.0,39190173.0,233016.0,Australia,FMG,15.8991,,2,Overvalued,None,Basic Materials,basicMaterials,"{'trend': [38604942.0, 40697539.0, 41541519.0, 39190173.0]}",Equity,AU000000FMG4,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,25.6861,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,39190173.0,False
Techtronic Industries Co Ltd,0P00009S1D,0P00009S1D,E,1.01649,2407500.0,37827522.0,348000.0,Hong Kong,00669,14.247,,3,Fairly Valued,,Industrials,industrials,"{'trend': [27749133.0, 27702852.0, 33526288.0, 37827522.0]}",Equity,HK0669013440,,,,,,2026-02-06T06:00:00.000,,,HKD,HKD,,,,0,,,,False,,,,0,,,,25.9321,3.0,2026-01-07T06:00:00.000,Medium,,,3,Quan,ST,HKG,Hong Kong Dollar,37827522.0,False
Brambles Ltd,0P0000A1L5,0P0000A1L5,E,0.99614,2227269.0,37070199.0,137767.0,Australia,BXB,24.6478,,3,Fairly Valued,Wide,Industrials,industrials,"{'trend': [34966162.0, 33986899.0, 35718372.0, 37070199.0]}",Equity,AU000000BXB1,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,12.2629,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,AUS,Australian Dollar,37070199.0,False
CK Hutchison Holdings Ltd,0P00009ROZ,0P00009ROZ,E,0.96128,4395958.0,35772878.0,384000.0,Hong Kong,00001,65.0038,,4,Undervalued,None,Industrials,industrials,"{'trend': [30863908.0, 29796207.0, 36622898.0, 35772878.0]}",Equity,KYG217651051,,,,,,2026-02-06T06:00:00.000,,,HKD,HKD,,,,0,,,,False,,,,0,,,,34.9771,2.0,2026-01-07T06:00:00.000,High,,,3,Qual,ST,CYM,Hong Kong Dollar,35772878.0,False
Evolution Mining Ltd,0P00006X20,0P00006X20,E,0.93639,3318125.0,34846479.0,3318125.0,Australia,EVN,139.0282,,1,Overvalued,None,Basic Materials,basicMaterials,"{'trend': [25650017.0, 28160072.0, 34863543.0, 34846479.0]}",Equity,AU000000EVN4,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,29.261,3.0,2026-01-07T06:00:00.000,Medium,,,2,Qual,ST,AUS,Australian Dollar,34846479.0,False
QBE Insurance Group Ltd,0P00006WU7,0P00006WU7,E,0.92583,2467991.0,34453690.0,212585.0,Australia,QBE,11.709,,2,Overvalued,None,Financial Services,financialService,"{'trend': [30876184.0, 32768847.0, 34737453.0, 34453690.0]}",Equity,AU000000QBE9,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,12.7198,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,34453690.0,False
Coles Group Ltd,0P0001F3YF,0P0001F3YF,E,0.91579,2194319.0,34079787.0,202187.0,Australia,COL,13.1432,,1,Overvalued,None,Consumer Defensive,consumerDefensive,"{'trend': [31943306.0, 31253690.0, 33421194.0, 34079787.0]}",Equity,AU0000030678,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,19.2701,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,AUS,Australian Dollar,34079787.0,False
BOC Hong Kong Holdings Ltd,0P00009S9Y,0P00009S9Y,E,0.90387,6057250.0,33636319.0,534000.0,China,02388,69.3713,,3,Fairly Valued,None,Financial Services,financialService,"{'trend': [28946867.0, 30520303.0, 32907457.0, 33636319.0]}",Equity,HK2388011192,,,,,,2026-02-06T06:00:00.000,,,HKD,HKD,,,,0,,,,False,,,,0,,,,16.7403,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,HKG,Hong Kong Dollar,33636319.0,False
Aristocrat Leisure Ltd,0P00006W8X,0P00006W8X,E,0.85049,907231.0,31650074.0,57156.0,Australia,ALL,-34.8729,,4,Undervalued,Wide,Consumer Cyclical,consumerCyclical,"{'trend': [34494420.0, 35314031.0, 34742018.0, 31650074.0]}",Equity,AU000000ALL7,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,19.3062,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,31650074.0,True
CLP Holdings Ltd,0P00009RP0,0P00009RP0,E,0.70636,2685500.0,26286322.0,228000.0,Hong Kong,00002,23.7947,,2,Overvalued,Narrow,Utilities,utilities,"{'trend': [23267571.0, 24134438.0, 26195971.0, 26286322.0]}",Equity,HK0002007356,,,,,,2026-02-06T06:00:00.000,,,HKD,HKD,,,,0,,,,False,,,,0,,,,21.6703,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,HKG,Hong Kong Dollar,26286322.0,False
Santos Ltd,0P00006WWB,0P00006WWB,E,0.67157,5319594.0,24991530.0,482206.0,Australia,STO,8.722,,4,Undervalued,None,Energy,energy,"{'trend': [22285366.0, 21748800.0, 26639628.0, 24991530.0]}",Equity,AU000000STO6,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,36.3734,2.0,2026-01-07T06:00:00.000,High,,,5,Qual,ST,AUS,Australian Dollar,24991530.0,False
Keppel Ltd,0P0000A683,0P0000A683,E,0.65471,2397400.0,24364283.0,193500.0,Singapore,BN4,94.8605,,2,Overvalued,None,Industrials,industrials,"{'trend': [18752447.0, 19121746.0, 21284646.0, 24364283.0]}",Equity,SG1U68934629,,,,,,2026-02-06T06:00:00.000,,,SGD,SGD,,,,0,,,,False,,,,0,,,,27.6848,3.0,2026-01-07T06:00:00.000,Medium,,,1,Qual,ST,SGP,Singapore Dollar,24364283.0,False
Origin Energy Ltd,0P00006WRX,0P00006WRX,E,0.63198,2827265.0,23518246.0,264991.0,Australia,ORG,21.327,,2,Overvalued,None,Utilities,utilities,"{'trend': [21443292.0, 21487297.0, 23792273.0, 23518246.0]}",Equity,AU000000ORG5,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,37.125,2.0,2026-01-07T06:00:00.000,High,,,2,Qual,ST,AUS,Australian Dollar,23518246.0,False
South32 Ltd,0P0001608R,0P0001608R,E,0.61797,7353573.0,22996932.0,583794.0,Australia,S32,20.8418,,2,Overvalued,None,Basic Materials,basicMaterials,"{'trend': [15267318.0, 17481848.0, 24258292.0, 22996932.0]}",Equity,AU000000S320,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,20.3445,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,22996932.0,False
Scentre Group,0P0000RYFB,0P0000RYFB,ER,0.60946,8518650.0,22680420.0,782144.0,Australia,SCG,9.8402,,3,Fairly Valued,Narrow,Real Estate,realEstate,"{'trend': [22650700.0, 23750731.0, 24569571.0, 22680420.0]}",Equity,AU000000SCG8,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,9.3045,5.0,2026-01-07T06:00:00.000,Negligible,,,3,Qual,ST,AUS,Australian Dollar,22680420.0,False
Telstra Group Ltd,0P00006WZD,0P00006WZD,E,0.60771,6486384.0,22614989.0,471382.0,Australia,TLS,28.0193,,4,Undervalued,Narrow,Communication Services,communicationsServices,"{'trend': [20724683.0, 21171837.0, 22570976.0, 22614989.0]}",Equity,AU000000TLS2,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,17.3793,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,22614989.0,False
Jardine Matheson Holdings Ltd,0P0000A60D,0P00007OI8,E,0.56106,267200.0,20879008.0,27000.0,Singapore,J36,94.0227,,3,Fairly Valued,,Industrials,industrials,"{'trend': [17324960.0, 18089155.0, 19968088.0, 20879008.0]}",Equity,BMG507361001,,,,,,2026-02-06T06:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,40.6227,1.0,2026-01-07T06:00:00.000,Severe,,,3,Quan,ST,BMU,US Dollar,20879008.0,False
Fisher & Paykel Healthcare Corp Ltd,0P0000B135,0P0000B135,E,0.54875,951605.0,20421192.0,77796.0,New Zealand,FPH,7.7033,,2,Overvalued,Narrow,Healthcare,healthcare,"{'trend': [20447302.0, 20766395.0, 23105487.0, 20421192.0]}",Equity,NZFAPE0001S2,,,,,,2026-02-06T06:00:00.000,,,NZD,NZD,,,,0,,,,False,,,,0,,,,20.8728,3.0,2026-01-07T06:00:00.000,Medium,,,2,Qual,ST,NZL,New Zealand Dollar,20421192.0,False
Singapore Technologies Engineering Ltd,0P0000A6AK,0P0000A6AK,E,0.5476,2563300.0,20378377.0,228900.0,Singapore,S63,104.142,,2,Overvalued,Narrow,Industrials,industrials,"{'trend': [16211003.0, 16871428.0, 20125138.0, 20378377.0]}",Equity,SG1F60858221,,,,,,2026-02-06T06:00:00.000,,,SGD,SGD,,,,0,,,,False,,,,0,,,,32.112,2.0,2026-01-07T06:00:00.000,High,,,2,Qual,ST,SGP,Singapore Dollar,20378377.0,False
Link Real Estate Investment Trust,0P0000CMHW,0P0000CMHW,ER,0.54736,4288705.0,20369360.0,449900.0,Hong Kong,00823,14.9375,,4,Undervalued,None,Real Estate,realEstate,"{'trend': [20093219.0, 18965425.0, 20346426.0, 20369360.0]}",Equity,HK0823032773,,,,,,2026-02-06T06:00:00.000,,,HKD,HKD,,,,0,,,,False,,,,0,,,,11.2516,4.0,2026-01-07T06:00:00.000,Low,,,5,Qual,ST,HKG,Hong Kong Dollar,20369360.0,False
Suncorp Group Ltd,0P00006WY9,0P00006WY9,E,0.53968,1784338.0,20083640.0,173790.0,Australia,SUN,-18.6897,,3,Fairly Valued,None,Financial Services,financialService,"{'trend': [20067056.0, 20820016.0, 21621461.0, 20083640.0]}",Equity,AU000000SUN6,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,20.0041,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,20083640.0,False
Singapore Exchange Ltd,0P0000NR0N,0P0000NR0N,E,0.5251,1375261.0,19541009.0,104861.0,Singapore,S68,44.5343,,2,Overvalued,Wide,Financial Services,financialService,"{'trend': [17902869.0, 18137190.0, 19106266.0, 19541009.0]}",Equity,SG1J26887955,,,,,,2026-02-06T06:00:00.000,,,SGD,SGD,,,,0,,,,False,,,,0,,,,19.2825,4.0,2026-01-07T06:00:00.000,Low,,,1,Qual,ST,SGP,Singapore Dollar,19541009.0,False
CapitaLand Integrated Commercial Trust,0P0000A6ED,0P0000A6ED,ER,0.51215,9965805.0,19058992.0,1454497.0,Singapore,C38U,30.7113,,3,Fairly Valued,Narrow,Real Estate,realEstate,"{'trend': [17904754.0, 18648700.0, 19395735.0, 19058992.0]}",Equity,SG1M51904654,,,,,,2026-02-06T06:00:00.000,,,SGD,SGD,,,,0,,,,False,,,,0,,,,9.0338,5.0,2026-01-07T06:00:00.000,Negligible,,,3,Qual,ST,SGP,Singapore Dollar,19058992.0,False
CK Asset Holdings Ltd,0P000163XM,0P000163XM,E,0.51,3139936.0,18979026.0,273500.0,Hong Kong,01113,43.3973,,2,Overvalued,None,Real Estate,realEstate,"{'trend': [16156156.0, 15945405.0, 19011335.0, 18979026.0]}",Equity,KYG2177B1014,,,,,,2026-02-06T06:00:00.000,,,HKD,HKD,,,,0,,,,False,,,,0,,,,14.8843,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,CYM,Hong Kong Dollar,18979026.0,False
Insurance Australia Group Ltd,0P00006WLV,0P00006WLV,E,0.50142,3861813.0,18659666.0,321871.0,Australia,IAG,-6.3371,,3,Fairly Valued,None,Financial Services,financialService,"{'trend': [19689448.0, 20624926.0, 20880177.0, 18659666.0]}",Equity,AU000000IAG3,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,20.7934,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,18659666.0,False
Computershare Ltd,0P00006WEP,0P00006WEP,E,0.49686,858169.0,18490166.0,64890.0,Australia,CPU,-24.6521,,3,Fairly Valued,Wide,Financial Services,financialService,"{'trend': [19965945.0, 19340939.0, 19979809.0, 18490166.0]}",Equity,AU000000CPU5,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,19.7538,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,18490166.0,False
Hong Kong and China Gas Co Ltd,0P00009RP1,0P00009RP1,E,0.48821,18321841.0,18168290.0,1432000.0,Hong Kong,00003,31.6832,,2,Overvalued,,Utilities,utilities,"{'trend': [17095536.0, 16584831.0, 17816872.0, 18168290.0]}",Equity,HK0003000038,,,,,,2026-02-06T06:00:00.000,,,HKD,HKD,,,,0,,,,False,,,,0,,,,20.3056,3.0,2026-01-07T06:00:00.000,Medium,,,2,Quan,ST,HKG,Hong Kong Dollar,18168290.0,False
Sigma Healthcare Ltd,0P00006WWU,0P00006WWU,E,0.48726,8524570.0,18132928.0,8524570.0,Australia,SIG,-2.2185,,2,Overvalued,Narrow,Healthcare,healthcare,"{'trend': [15905534.0, 16539434.0, 18742745.0, 18132928.0]}",Equity,AU000000SIG5,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,16.152,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,AUS,Australian Dollar,18132928.0,False
Power Assets Holdings Ltd,0P00009RP4,0P00009RP4,E,0.48104,2247500.0,17901206.0,186000.0,Hong Kong,00006,28.4116,,2,Overvalued,None,Utilities,utilities,"{'trend': [15055564.0, 15981348.0, 18230646.0, 17901206.0]}",Equity,HK0006000050,,,,,,2026-02-06T06:00:00.000,,,HKD,HKD,,,,0,,,,False,,,,0,,,,30.7905,2.0,2026-01-07T06:00:00.000,High,,,3,Qual,ST,HKG,Hong Kong Dollar,17901206.0,False
Galaxy Entertainment Group Ltd,0P00009RPN,0P00009RPN,E,0.47999,3240500.0,17862036.0,-16000.0,Hong Kong,00027,46.2647,,3,Fairly Valued,Narrow,Consumer Cyclical,consumerCyclical,"{'trend': [16510825.0, 15751891.0, 16972982.0, 17862036.0]}",Equity,HK0027032686,,,,,,2026-02-06T06:00:00.000,,,HKD,HKD,,,,0,,,,False,,,,0,,,,26.3859,3.0,2026-01-07T06:00:00.000,Medium,,,4,Qual,ST,HKG,Hong Kong Dollar,17862036.0,False
WH Group Ltd Shs Unitary 144A/Reg S,0P00013TTV,0P00013TTV,E,0.46827,13756965.0,17426134.0,1219000.0,Hong Kong,00288,81.0231,,2,Overvalued,,Consumer Defensive,consumerDefensive,"{'trend': [14175645.0, 15128880.0, 16678579.0, 17426134.0]}",Equity,KYG960071028,,,,,,2026-02-06T06:00:00.000,,,HKD,HKD,,,,0,,,,False,,,,0,,,,36.288,2.0,2026-01-07T06:00:00.000,High,,,3,Qual,ST,CYM,Hong Kong Dollar,17426134.0,False
Grab Holdings Ltd Class A,0P0001NYO7,,E,0.44464,3875139.0,16546844.0,728494.0,Malaysia,GRAB,-17.603,,4,Undervalued,None,Technology,technology,"{'trend': [21067918.0, 19323506.0, 17089989.0, 16546844.0]}",Equity,KYG4124C1096,G4124C109,,,,,2026-02-06T06:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,17.0717,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,CYM,US Dollar,16546844.0,False
Lynas Rare Earths Ltd,0P00006WO1,,E,0.42431,1489582.0,15790266.0,1489582.0,Australia,LYC,122.0963,,1,Overvalued,Narrow,Basic Materials,basicMaterials,"{'trend': [13935573.0, 12203786.0, 15760109.0, 15790266.0]}",Equity,AU000000LYC6,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,21.0797,3.0,2026-01-07T06:00:00.000,Medium,,,2,Qual,ST,AUS,Australian Dollar,15790266.0,False
Hongkong Land Holdings Ltd,0P0000A60C,0P0000A60C,E,0.40918,1789300.0,15226943.0,166300.0,Singapore,H78,98.6364,,2,Overvalued,Narrow,Real Estate,realEstate,"{'trend': [11396345.0, 12494710.0, 15363504.0, 15226943.0]}",Equity,BMG4587L1090,,,,,,2026-02-06T06:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,12.5904,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,BMU,US Dollar,15226943.0,False
Cochlear Ltd,0P00006WE9,0P00006WE9,E,0.4038,106773.0,15026823.0,8132.0,Australia,COH,-25.3236,,4,Undervalued,Wide,Healthcare,healthcare,"{'trend': [19271244.0, 18611897.0, 20416877.0, 15026823.0]}",Equity,AU000000COH5,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,17.298,4.0,2026-01-07T06:00:00.000,Low,,,4,Qual,ST,AUS,Australian Dollar,15026823.0,False
Xero Ltd,0P0000XARV,0P0000XARV,E,0.3984,268139.0,14825801.0,50133.0,Australia,XRO,-57.9319,,4,Undervalued,Narrow,Technology,technology,"{'trend': [21574725.0, 20497005.0, 18170932.0, 14825801.0]}",Equity,NZXROE0001S2,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,16.8949,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,NZL,Australian Dollar,14825801.0,True
Washington H Soul Pattinson and Co Ltd,0P00006X1H,,E,0.39557,560462.0,14720653.0,203582.0,Australia,SOL,12.1116,,3,Fairly Valued,None,Financial Services,financialService,"{'trend': [13868907.0, 13873227.0, 15845029.0, 14720653.0]}",Equity,AU000000SOL3,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,12.5871,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,AUS,Australian Dollar,14720653.0,False
Stockland Corp Ltd,0P00009Y1R,0P00009Y1R,ER,0.38748,3998441.0,14419466.0,411663.0,Australia,SGP,3.5409,,3,Fairly Valued,None,Real Estate,realEstate,"{'trend': [15529325.0, 15056651.0, 15270586.0, 14419466.0]}",Equity,AU000000SGP0,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,9.7458,5.0,2026-01-07T06:00:00.000,Negligible,,,3,Qual,ST,AUS,Australian Dollar,14419466.0,False
Singapore Airlines Ltd,0P0000A68O,0P0000A68O,E,0.38428,2585149.0,14300650.0,343000.0,Singapore,C6L,13.3956,,3,Fairly Valued,None,Industrials,industrials,"{'trend': [12718170.0, 12653432.0, 13351258.0, 14300650.0]}",Equity,SG1V61937297,,,,,,2026-02-06T06:00:00.000,,,SGD,SGD,,,,0,,,,False,,,,0,,,,23.6262,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,SGP,Singapore Dollar,14300650.0,False
Medibank Pvt Ltd,0P00014IG3,0P00014IG3,E,0.38253,4471347.0,14235258.0,320319.0,Australia,MPL,17.7215,,3,Fairly Valued,Narrow,Financial Services,financialService,"{'trend': [13978351.0, 14358693.0, 14932154.0, 14235258.0]}",Equity,AU000000MPL3,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,20.9986,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,14235258.0,False
APA Group,0P0000A1NH,0P0000A1NH,E,0.37532,2171903.0,13966890.0,226241.0,Australia,APA,48.0945,,3,Fairly Valued,Narrow,Utilities,utilities,"{'trend': [12947766.0, 12775967.0, 13606155.0, 13966890.0]}",Equity,AU000000APA1,,,,,,2026-02-06T06:00:00.000,,,AUD,AUD,,,,0,,,,False,,,,0,,,,43.4625,1.0,2026-01-07T06:00:00.000,Severe,,,3,Qual,ST,AUS,Australian Dollar,13966890.0,False
Futu Holdings Ltd ADR,0P0001GZB0,0P0001GZB0,E,0.3747,93622.0,13944061.0,8761.0,Hong Kong,FUTU,26.4832,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [15642991.0, 15166928.0, 15408385.0, 13944061.0]}",Equity,US36118L1061,36118L106,,,,,2026-02-06T06:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,27.1288,3.0,2026-01-07T06:00:00.000,Medium,,,3,Quan,ST,CYM,US Dollar,13944061.0,False
CapitaLand Ascendas REIT Units,0P0000A6DZ,0P0000A6DZ,ER,0.37254,6473438.0,13863614.0,882500.0,Singapore,A17U,12.6502,,3,Fairly Valued,None,Real Estate,realEstate,"{'trend': [13821729.0, 14043794.0, 14999305.0, 13863614.0]}",Equity,SG1M77906915,,,,,,2026-02-06T06:00:00.000,,,SGD,SGD,,,,0,,,,False,,,,0,,,,12.2691,4.0,2026-01-07T06:00:00.000,Low,,,4,Qual,ST,SGP,Singapore Dollar,13863614.0,False
