securityName,secId,performanceId,holdingTypeId,weighting,numberOfShare,marketValue,shareChange,country,ticker,totalReturn1Year,forwardPERatio,stockRating,assessment,economicMoat,sector,sectorCode,holdingTrend,holdingType,isin,cusip,secondarySectorId,superSectorName,primarySectorName,secondarySectorName,firstBoughtDate,maturityDate,coupon,currency,localCurrencyCode,prospectusNetExpenseRatio,oneYearReturn,morningstarRating,ePUsedForOverallRating,analystRating,medalistRating,medalistRatingLabel,hasIssuerRating,overallRatingPublishDateUtc,totalAssets,ttmYield,epUsedFor1YearReturn,morningstarCategory,totalAssetsMagnitude,lastTurnoverRatio,susEsgRiskScore,susEsgRiskGlobes,esgAsOfDate,susEsgRiskCategory,managementExpenseRatio,qualRating,quantRating,bestRatingType,securityType,domicileCountryId,currencyName,originalMarketValue,isMomentumFilterFlag
Danske Bank AS,0P0000A5KA,0P0000A5KA,E,2.23824,134364.0,6116406.0,0.0,Denmark,DANSKE,47.7876,,2,Overvalued,Narrow,Financial Services,financialService,"{'trend': [5453496.0, 5835256.0, 5727073.0, 6116406.0]}",Equity,DK0010274414,,,,,,2025-05-30T05:00:00.000,,,DKK,,,,,0,,,,False,,,,0,,,,17.6661,4,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,DNK,Danish Krone,6116405.74,False
Swedbank AB Class A,0P0000A6LF,0P0000A6LF,E,2.06725,170772.0,5649141.0,0.0,Sweden,SWED A,45.2184,,2,Overvalued,Narrow,Financial Services,financialService,"{'trend': [4769174.0, 5156373.0, 5605861.0, 5649141.0]}",Equity,SE0000242455,,,,,,2025-06-02T05:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,21.1891,3,2026-01-07T06:00:00.000,Medium,,,2,Qual,ST,SWE,Swedish Krona,5649140.81,False
Skandinaviska Enskilda Banken AB Class A,0P0000A6H1,0P0000A6H1,E,2.04919,304514.0,5599796.0,0.0,Sweden,SEB A,21.401,,2,Overvalued,None,Financial Services,financialService,"{'trend': [5328604.0, 5586650.0, 5465065.0, 5599796.0]}",Equity,SE0000148884,,,,,,2025-06-02T05:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,15.0678,4,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,SWE,Swedish Krona,5599796.31,False
Telefonaktiebolaget L M Ericsson Class B,0P0000A6GF,0P0000A6GF,E,1.9571,562930.0,5348120.0,0.0,Sweden,ERIC B,23.173,,3,Fairly Valued,None,Technology,technology,"{'trend': [4776257.0, 4784395.0, 5142280.0, 5348120.0]}",Equity,SE0000108656,,,,,,2025-06-02T05:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,12.5841,4,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,SWE,Swedish Krona,5348119.76,False
Atlas Copco AB Class B,0P0000A6PY,0P0000A6PY,E,1.8284,313962.0,4996445.0,0.0,Sweden,ATCO B,6.1029,,3,Fairly Valued,Wide,Industrials,industrials,"{'trend': [4218631.0, 4373199.0, 4767073.0, 4996445.0]}",Equity,SE0017486897,,,,,,2025-06-02T05:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,20.0561,3,2026-01-07T06:00:00.000,Medium,,,3,Quan,ST,SWE,Swedish Krona,4996444.88,False
DNB Bank ASA,0P0000AR02,0P0000AR02,E,1.75638,178327.0,4799632.0,0.0,Norway,DNB,29.0497,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [4244971.0, 4314211.0, 4303772.0, 4799632.0]}",Equity,NO0010161896,,,,,,2025-06-02T05:00:00.000,,,NOK,,,,,0,,,,False,,,,0,,,,16.9976,4,2026-01-07T06:00:00.000,Low,,,3,Quan,ST,NOR,Norwegian Krone,4799632.28,False
Sampo Oyj Class A,0P0000A6NH,0P0000A6NH,E,1.60346,484279.0,4381756.0,0.0,Finland,SAMPO,19.1611,,4,Undervalued,Narrow,Financial Services,financialService,"{'trend': [5034376.0, 5111067.0, 4552223.0, 4381756.0]}",Equity,FI4000552500,,,,,,2025-06-02T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,13.719,4,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,FIN,Euro,4381756.39,False
KONE Oyj Class B,0P0000A5Z8,0P0000A5Z8,E,1.59617,68367.0,4361815.0,0.0,Finland,KNEBV,19.3028,,2,Overvalued,Wide,Industrials,industrials,"{'trend': [4048783.0, 4201411.0, 4155346.0, 4361815.0]}",Equity,FI0009013403,,,,,,2025-06-02T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,19.6078,4,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,FIN,Euro,4361814.6,False
Vestas Wind Systems AS,0P0000A5Q5,0P0000A5Q5,E,1.57397,203129.0,4301155.0,0.0,Denmark,VWS,64.9516,,3,Fairly Valued,None,Industrials,industrials,"{'trend': [4342347.0, 4827643.0, 5111070.0, 4301155.0]}",Equity,DK0061539921,,,,,,2025-06-02T05:00:00.000,,,DKK,,,,,0,,,,False,,,,0,,,,21.3277,3,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,DNK,Danish Krone,4301155.47,False
Saab AB Class B,0P0000A6J8,0P0000A6J8,E,1.45068,64428.0,3964240.0,0.0,Sweden,SAAB B,129.4408,,2,Overvalued,Wide,Industrials,industrials,"{'trend': [2913627.0, 3257031.0, 4272115.0, 3964240.0]}",Equity,SE0021921269,,,,,,2025-06-02T05:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,30.2879,2,2026-01-07T06:00:00.000,High,,,2,Qual,ST,SWE,Swedish Krona,3964240.3,False
Svenska Handelsbanken AB Class A,0P0000A6H5,0P0000A6H5,E,1.43931,293386.0,3933166.0,0.0,Sweden,SHB A,19.3364,,3,Fairly Valued,Narrow,Financial Services,financialService,"{'trend': [3625576.0, 3706494.0, 3921155.0, 3933166.0]}",Equity,SE0007100599,,,,,,2025-06-02T05:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,14.2104,4,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,SWE,Swedish Krona,3933165.72,False
Hexagon AB Class B,0P0000A6GC,0P0000A6GC,E,1.40916,417612.0,3850799.0,0.0,Sweden,HEXA B,-21.5325,,3,Fairly Valued,None,Technology,technology,"{'trend': [4339609.0, 4287461.0, 3945684.0, 3850799.0]}",Equity,SE0015961909,,,,,,2025-06-02T05:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,12.8531,4,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,SWE,Swedish Krona,3850798.65,False
Equinor ASA,0P0000BWW7,0P0000BWW7,E,1.35506,154286.0,3702941.0,0.0,Norway,EQNR,10.0223,,3,Fairly Valued,None,Energy,energy,"{'trend': [3129893.0, 3116581.0, 3477667.0, 3702941.0]}",Equity,NO0010096985,,,,,,2025-06-02T05:00:00.000,,,NOK,,,,,0,,,,False,,,,0,,,,27.3956,3,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,NOR,Norwegian Krone,3702941.0,False
Wartsila Corp,0P0000A5WD,0P0000A5WD,E,1.35278,101169.0,3696715.0,0.0,Finland,WRT1V,104.0839,,1,Overvalued,Wide,Industrials,industrials,"{'trend': [2878279.0, 3105482.0, 3440758.0, 3696715.0]}",Equity,FI0009003727,,,,,,2025-06-02T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,23.3641,3,2026-01-07T06:00:00.000,Medium,,,1,Qual,ST,FIN,Euro,3696715.26,False
Novonesis (Novozymes) B Class B,0P0000A5QX,0P0000A5QX,E,1.34455,70878.0,3674224.0,0.0,Denmark,NSIS B,-2.0833,,3,Fairly Valued,Wide,Basic Materials,basicMaterials,"{'trend': [3829128.0, 3926215.0, 3666480.0, 3674224.0]}",Equity,DK0060336014,,,,,,2025-06-02T05:00:00.000,,,DKK,,,,,0,,,,False,,,,0,,,,17.5886,4,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,DNK,Danish Krone,3674224.45,False
Boliden AB,0P0000A6M4,0P0000A6M4,E,1.29434,57170.0,3537026.0,0.0,Sweden,BOL,71.1579,,2,Overvalued,,Basic Materials,basicMaterials,"{'trend': [2364102.0, 2769717.0, 3550358.0, 3537026.0]}",Equity,SE0020050417,,,,,,2025-06-02T05:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,17.288,4,2026-01-07T06:00:00.000,Low,,,2,Quan,ST,SWE,Swedish Krona,3537026.37,False
Epiroc AB Ordinary Shares - Class A,0P0001DIZ2,0P0001DIZ2,E,1.18146,132557.0,3228549.0,0.0,Sweden,EPI A,21.9229,,1,Overvalued,Wide,Industrials,industrials,"{'trend': [2516219.0, 2616373.0, 3208476.0, 3228549.0]}",Equity,SE0015658109,,,,,,2025-06-02T05:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,19.3934,4,2026-01-07T06:00:00.000,Low,,,1,Qual,ST,SWE,Swedish Krona,3228548.72,False
Essity AB Class B,0P0001AMQJ,0P0001AMQJ,E,1.17891,121260.0,3221579.0,0.0,Sweden,ESSITY B,2.2719,,3,Fairly Valued,None,Consumer Defensive,consumerDefensive,"{'trend': [2973040.0, 3023971.0, 2997216.0, 3221579.0]}",Equity,SE0009922164,,,,,,2025-06-02T05:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,22.8775,3,2026-01-07T06:00:00.000,Medium,,,5,Qual,ST,SWE,Swedish Krona,3221579.46,False
Kongsberg Gruppen ASA,0P0000APXJ,0P0000APXJ,E,1.14438,88464.0,3127217.0,0.0,Norway,KOG,56.4202,,3,Fairly Valued,Wide,Industrials,industrials,"{'trend': [1859420.0, 1944330.0, 2498714.0, 3127217.0]}",Equity,NO0013536151,,,,,,2025-06-02T05:00:00.000,,,NOK,,,,,0,,,,False,,,,0,,,,27.0971,3,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,NOR,Norwegian Krone,3127216.51,False
Genmab AS,0P0000A5QU,0P0000A5QU,E,1.0967,12269.0,2996945.0,0.0,Denmark,GMAB,15.6179,,4,Undervalued,Narrow,Healthcare,healthcare,"{'trend': [3423932.0, 3389641.0, 3395962.0, 2996945.0]}",Equity,DK0010272202,,,,,,2025-06-02T05:00:00.000,,,DKK,,,,,0,,,,False,,,,0,,,,20.7182,3,2026-01-07T06:00:00.000,Medium,,,2,Qual,ST,DNK,Danish Krone,2996944.96,False
UPM-Kymmene Oyj,0P0000A5WX,0P0000A5WX,E,1.05192,106151.0,2874569.0,0.0,Finland,UPM,-2.6325,,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [2571923.0, 2679154.0, 2537009.0, 2874569.0]}",Equity,FI0009005987,,,,,,2025-06-02T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,13.5672,4,2026-01-07T06:00:00.000,Low,,,3,Quan,ST,FIN,Euro,2874569.08,False
EQT AB Ordinary Shares,0P0001IGZN,0P0001IGZN,E,1.04647,99334.0,2859682.0,0.0,Sweden,EQT,-16.6527,,3,Fairly Valued,Narrow,Financial Services,financialService,"{'trend': [3063200.0, 3398188.0, 3238158.0, 2859682.0]}",Equity,SE0012853455,,,,,,2025-06-02T05:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,17.0269,4,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,SWE,Swedish Krona,2859682.43,False
Alfa Laval AB,0P0000A6MF,0P0000A6MF,E,1.04582,58197.0,2857887.0,0.0,Sweden,ALFA,14.141,,2,Overvalued,Wide,Industrials,industrials,"{'trend': [2424558.0, 2548554.0, 2840469.0, 2857887.0]}",Equity,SE0000695876,,,,,,2025-06-02T05:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,24.1248,3,2026-01-07T06:00:00.000,Medium,,,2,Qual,ST,SWE,Swedish Krona,2857887.17,False
Carlsberg AS Class B,0P0000A5K1,0P0000A5K1,E,0.91861,18910.0,2510281.0,0.0,Denmark,CARL B,20.8796,,3,Fairly Valued,Narrow,Consumer Defensive,consumerDefensive,"{'trend': [2091284.0, 2152801.0, 2156961.0, 2510281.0]}",Equity,DK0010181759,,,,,,2025-06-02T05:00:00.000,,,DKK,,,,,0,,,,False,,,,0,,,,16.077,4,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,DNK,Danish Krone,2510281.14,False
Metso Corp,0P0000A6PN,0P0000A6PN,E,0.80813,133395.0,2208354.0,0.0,Finland,METSO,56.7543,,2,Overvalued,Wide,Industrials,industrials,"{'trend': [1946884.0, 2034434.0, 2273051.0, 2208354.0]}",Equity,FI0009014575,,,,,,2025-06-02T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,20.8764,3,2026-01-07T06:00:00.000,Medium,,,1,Qual,ST,FIN,Euro,2208354.23,False
Orsted AS,0P0001846T,0P0001846T,E,0.80182,106301.0,2191113.0,0.0,Denmark,ORSTED,-8.4173,,3,Fairly Valued,None,Utilities,utilities,"{'trend': [1953010.0, 1799736.0, 2022761.0, 2191113.0]}",Equity,DK0060094928,,,,,,2025-06-02T05:00:00.000,,,DKK,,,,,0,,,,False,,,,0,,,,23.6388,3,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,DNK,Danish Krone,2191113.14,False
Norsk Hydro ASA,0P0000CKUJ,0P0000CKUJ,E,0.76098,278573.0,2079503.0,0.0,Norway,NHY,29.2946,,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [1759720.0, 1872199.0, 2164280.0, 2079503.0]}",Equity,NO0005052605,,,,,,2025-06-02T05:00:00.000,,,NOK,,,,,0,,,,False,,,,0,,,,13.5123,4,2026-01-07T06:00:00.000,Low,,,3,Quan,ST,NOR,Norwegian Krone,2079503.28,False
Telia Company AB,0P0000A6L4,0P0000A6L4,E,0.72515,474553.0,1981593.0,0.0,Sweden,TELIA,38.084,,2,Overvalued,None,Communication Services,communicationsServices,"{'trend': [1684955.0, 1772802.0, 1801581.0, 1981593.0]}",Equity,SE0000667925,,,,,,2025-06-02T05:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,17.3738,4,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,SWE,Swedish Krona,1981593.45,False
Telenor ASA,0P0000B623,0P0000B623,E,0.71012,123856.0,1940528.0,0.0,Norway,TEL,31.2857,,2,Overvalued,Narrow,Communication Services,communicationsServices,"{'trend': [1593389.0, 1575305.0, 1750546.0, 1940528.0]}",Equity,NO0010063308,,,,,,2025-06-02T05:00:00.000,,,NOK,,,,,0,,,,False,,,,0,,,,18.6691,4,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,NOR,Norwegian Krone,1940527.67,False
Mowi ASA,0P0000C7AV,0P0000C7AV,E,0.70403,93613.0,1923886.0,0.0,Norway,MOWI,11.3552,,3,Fairly Valued,,Consumer Defensive,consumerDefensive,"{'trend': [1805334.0, 1934884.0, 1811679.0, 1923886.0]}",Equity,NO0003054108,,,,,,2025-06-02T05:00:00.000,,,NOK,,,,,0,,,,False,,,,0,,,,22.2441,3,2026-01-07T06:00:00.000,Medium,,,3,Quan,ST,NOR,Norwegian Krone,1923886.23,False
Tele2 AB Class B,0P0000A6IC,0P0000A6IC,E,0.70154,108239.0,1917096.0,0.0,Sweden,TEL2 B,59.0317,,1,Overvalued,None,Communication Services,communicationsServices,"{'trend': [1551920.0, 1600385.0, 1644999.0, 1917096.0]}",Equity,SE0005190238,,,,,,2025-06-02T05:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,18.1224,4,2026-01-07T06:00:00.000,Low,,,1,Qual,ST,SWE,Swedish Krona,1917095.72,False
Fortum Oyj,0P0000A5XF,0P0000A5XF,E,0.66507,90240.0,1817434.0,0.0,Finland,FORTUM,41.6247,,1,Overvalued,,Utilities,utilities,"{'trend': [1638190.0, 1684995.0, 1799386.0, 1817434.0]}",Equity,FI0009007132,,,,,,2025-06-02T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,26.0226,3,2026-01-07T06:00:00.000,Medium,,,1,Quan,ST,FIN,Euro,1817433.6,False
Neste OYJ,0P0000A5Z9,0P0000A5Z9,E,0.65302,85097.0,1784484.0,0.0,Finland,NESTE,139.5764,,3,Fairly Valued,,Energy,energy,"{'trend': [1428356.0, 1658157.0, 1819374.0, 1784484.0]}",Equity,FI0009013296,,,,,,2025-06-02T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,26.0993,3,2026-01-07T06:00:00.000,Medium,,,3,Quan,ST,FIN,Euro,1784484.09,False
Skanska AB Class B,0P0000A6H2,0P0000A6H2,E,0.6377,68454.0,1742635.0,0.0,Sweden,SKA B,10.5159,,3,Fairly Valued,,Industrials,industrials,"{'trend': [1567164.0, 1624046.0, 1747897.0, 1742635.0]}",Equity,SE0000113250,,,,,,2025-06-02T05:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,29.855,3,2026-01-07T06:00:00.000,Medium,,,3,Quan,ST,SWE,Swedish Krona,1742635.3,False
H & M Hennes & Mauritz AB Class B,0P0000A6GI,0P0000A6GI,E,0.62906,99271.0,1719019.0,0.0,Sweden,HM B,34.5762,,2,Overvalued,None,Consumer Cyclical,consumerCyclical,"{'trend': [1583045.0, 1713347.0, 1658114.0, 1719019.0]}",Equity,SE0000106270,,,,,,2025-06-02T05:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,15.0367,4,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,SWE,Swedish Krona,1719018.8,False
A P Moller Maersk AS Class B,0P0000A5RL,0P0000A5RL,E,0.6063,794.0,1656812.0,0.0,Denmark,MAERSK B,35.8491,,2,Overvalued,None,Industrials,industrials,"{'trend': [1385850.0, 1585722.0, 1662916.0, 1656812.0]}",Equity,DK0010244508,,,,,,2025-06-02T05:00:00.000,,,DKK,,,,,0,,,,False,,,,0,,,,15.527,4,2026-01-07T06:00:00.000,Low,,,4,Qual,ST,DNK,Danish Krone,1656812.45,False
SKF AB Class B,0P0000A6GV,0P0000A6GV,E,0.60402,68618.0,1650590.0,0.0,Sweden,SKF B,14.0591,,4,Undervalued,Wide,Industrials,industrials,"{'trend': [1579368.0, 1599982.0, 1640665.0, 1650590.0]}",Equity,SE0000108227,,,,,,2025-06-02T05:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,25.092,3,2026-01-07T06:00:00.000,Medium,,,4,Qual,ST,SWE,Swedish Krona,1650590.39,False
