securityName,secId,performanceId,holdingTypeId,weighting,numberOfShare,marketValue,shareChange,country,ticker,totalReturn1Year,forwardPERatio,stockRating,assessment,economicMoat,sector,sectorCode,holdingTrend,holdingType,isin,cusip,secondarySectorId,superSectorName,primarySectorName,secondarySectorName,firstBoughtDate,maturityDate,coupon,currency,localCurrencyCode,prospectusNetExpenseRatio,oneYearReturn,morningstarRating,ePUsedForOverallRating,analystRating,medalistRating,medalistRatingLabel,overallRatingPublishDateUtc,totalAssets,ttmYield,epUsedFor1YearReturn,morningstarCategory,totalAssetsMagnitude,lastTurnoverRatio,susEsgRiskScore,susEsgRiskGlobes,esgAsOfDate,susEsgRiskCategory,managementExpenseRatio,qualRating,quantRating,bestRatingType,securityType,domicileCountryId,currencyName,originalMarketValue,isMomentumFilterFlag
Linde India Ltd,0P0000BIG0,0P0000BIG0,E,0.07121,29316.0,1937474.0,0.0,India,523457,-10.2269,,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [1915881.0, 1896289.0, 1889497.0, 1937474.0]}",Equity,INE473A01011,,,,,,2022-09-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,23.1154,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,1937474.34,False
United Breweries Ltd,0P0000BYNM,0P0000BYNM,E,0.07108,106096.0,1933929.0,0.0,India,532478,-15.9487,,3,Fairly Valued,,Consumer Defensive,consumerDefensive,"{'trend': [1999222.0, 2051238.0, 1937752.0, 1933929.0]}",Equity,INE686F01025,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,21.4507,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,1933928.53,False
Ajanta Pharma Ltd,0P0000C6DX,0P0000C6DX,E,0.06926,64216.0,1884371.0,0.0,India,532331,-5.3615,,3,Fairly Valued,,Healthcare,healthcare,"{'trend': [1616924.0, 1702885.0, 1776549.0, 1884371.0]}",Equity,INE031B01049,,,,,,2025-03-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,32.5284,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,1884370.56,False
GlaxoSmithKline Pharmaceuticals Ltd,0P0000BPAI,0P0000BPAI,E,0.06849,64216.0,1863547.0,0.0,India,500660,14.4517,,2,Overvalued,,Healthcare,healthcare,"{'trend': [1787197.0, 1808776.0, 1782585.0, 1863547.0]}",Equity,INE159A01016,,,,,,2020-09-21T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,21.8743,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,1863546.83,False
AIA Engineering Ltd,0P0000BYFJ,0P0000BYFJ,E,0.06818,46068.0,1854957.0,0.0,India,AIAENG,7.8887,26.2467,3,Fairly Valued,,Industrials,industrials,"{'trend': [1471856.0, 1610430.0, 1922372.0, 1854957.0]}",Equity,INE212H01026,,,,,,2023-09-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,31.7357,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,1854956.53,False
Tata Technologies Ltd,0P0001RWLG,0P0001RWLG,E,0.0674,252676.0,1833792.0,0.0,India,544028,-28.6973,,3,Fairly Valued,,Technology,technology,"{'trend': [1770155.0, 1881479.0, 1853634.0, 1833792.0]}",Equity,INE142M01025,,,,,,2024-06-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,14.8769,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,1833792.12,False
Kaynes Technology India Ltd,0P0001Q43S,0P0001Q43S,E,0.06655,40484.0,1810814.0,0.0,India,543664,-35.2784,,3,Fairly Valued,,Technology,technology,"{'trend': [2987393.0, 2919592.0, 2401121.0, 1810814.0]}",Equity,INE918Z01012,,,,,,2025-03-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,23.2177,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,1810813.86,False
Indian Renewable Energy Development Agency Ltd,0P0001S0DR,0P0001S0DR,E,0.0656,1199164.0,1784778.0,0.0,India,544026,-38.3989,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [1865891.0, 1959722.0, 1851267.0, 1784778.0]}",Equity,INE202E01016,,,,,,2024-06-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,25.4799,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,1784777.54,True
Housing & Urban Development Corp Ltd,0P0001AJ3E,0P0001AJ3E,E,0.06553,758028.0,1783008.0,0.0,India,HUDCO,-11.1546,,4,Undervalued,,Financial Services,financialService,"{'trend': [1773830.0, 1932440.0, 1959521.0, 1783008.0]}",Equity,INE031A01017,,,,,,2024-09-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,18.2283,4.0,2025-12-03T06:00:00.000,Low,,,4,Quan,ST,IND,Indian Rupee,1783008.03,False
Star Health and Allied Insurance Co Ltd,0P0001O28E,0P0001O28E,E,0.0655,346208.0,1782288.0,0.0,India,543412,0.3131,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [1618446.0, 1841145.0, 1825033.0, 1782288.0]}",Equity,INE575P01011,,,,,,2022-06-21T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,23.6392,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,1782288.21,False
Premier Energies Ltd,0P0001TK7K,0P0001TK7K,E,0.06474,175896.0,1761588.0,0.0,India,PREMIERENE,-29.5904,,3,Fairly Valued,,Technology,technology,"{'trend': [1880235.0, 2068369.0, 1854089.0, 1761588.0]}",Equity,INE0BS701011,,,,,,2025-03-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,,,,,,,3,Quan,ST,IND,Indian Rupee,1761588.07,False
Deepak Nitrite Ltd,0P0000B9Z6,0P0000B9Z6,E,0.0644,103304.0,1752355.0,0.0,India,506401,-42.6583,,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [1983689.0, 1920586.0, 1739443.0, 1752355.0]}",Equity,INE288B01029,,,,,,2022-03-18T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,27.2441,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,1752355.05,True
AWL Agri Business Ltd,0P0001OEKL,0P0001OEKL,E,0.0642,637972.0,1746824.0,0.0,India,543458,-19.0089,,3,Fairly Valued,,Consumer Defensive,consumerDefensive,"{'trend': [1375432.0, 1485785.0, 1785088.0, 1746824.0]}",Equity,INE699H01024,,,,,,2022-06-21T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,31.6149,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,1746823.89,False
Dr. Lal PathLabs Ltd,0P000177DA,0P000177DA,E,0.0639,54444.0,1738557.0,0.0,India,LALPATHLAB,-4.6029,,3,Fairly Valued,,Healthcare,healthcare,"{'trend': [1776383.0, 1836239.0, 1795000.0, 1738557.0]}",Equity,INE600L01024,,,,,,2022-03-18T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,17.4732,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,1738556.51,False
Emami Ltd,0P0000AZ5C,0P0000AZ5C,E,0.0627,290368.0,1706119.0,0.0,India,531162,-8.7985,21.0526,3,Fairly Valued,,Consumer Defensive,consumerDefensive,"{'trend': [1635420.0, 1669120.0, 1664150.0, 1706119.0]}",Equity,INE548C01032,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,28.6243,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,1706118.88,False
Escorts Kubota Ltd,0P0000C2QX,0P0000C2QX,E,0.06261,41880.0,1703520.0,0.0,India,500495,7.3624,25.3165,3,Fairly Valued,,Industrials,industrials,"{'trend': [1510408.0, 1705756.0, 1727160.0, 1703520.0]}",Equity,INE042A01014,,,,,,2024-09-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,16.3607,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,1703520.16,False
3M India Ltd,0P0000CJO9,0P0000CJO9,E,0.05874,4188.0,1598165.0,0.0,India,523395,14.4351,,3,Fairly Valued,,Industrials,industrials,"{'trend': [1290372.0, 1331630.0, 1576315.0, 1598165.0]}",Equity,INE470A01017,,,,,,2019-03-18T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,22.9218,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,1598165.46,False
Bajaj Housing Finance Ltd,0P0001TOBX,0P0001TOBX,E,0.05599,1436484.0,1523368.0,0.0,India,BAJAJHFL,-27.9623,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [1653597.0, 1702920.0, 1630564.0, 1523368.0]}",Equity,INE377Y01014,,,,,,2025-03-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,27.2162,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,1523367.79,False
JSW Infrastructure Ltd,0P0001RMJO,0P0001RMJO,E,0.05579,513728.0,1518072.0,0.0,India,543994,-13.8023,,3,Fairly Valued,,Industrials,industrials,"{'trend': [1694669.0, 1601692.0, 1500438.0, 1518072.0]}",Equity,INE880J01026,,,,,,2024-06-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,12.2525,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,1518071.78,False
Bank of Maharashtra,0P0000BN7U,0P0000BN7U,E,0.05556,2377388.0,1511604.0,0.0,India,532525,4.8352,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [1392610.0, 1509542.0, 1504040.0, 1511604.0]}",Equity,INE457A01014,,,,,,2024-09-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,36.4852,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,1511603.57,False
Castrol India Ltd,0P0000BCKY,0P0000BCKY,E,0.05533,739880.0,1505554.0,0.0,India,500870,-6.0339,,4,Undervalued,,Energy,energy,"{'trend': [1545630.0, 1551996.0, 1536689.0, 1505554.0]}",Equity,INE172A01027,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,20.3253,3.0,2025-12-03T06:00:00.000,Medium,,,4,Quan,ST,IND,Indian Rupee,1505554.06,False
Endurance Technologies Ltd,0P00018WO8,0P00018WO8,E,0.05523,53048.0,1502816.0,0.0,India,ENDURANCE,15.746,,2,Overvalued,,Consumer Cyclical,consumerCyclical,"{'trend': [1523952.0, 1619741.0, 1515036.0, 1502816.0]}",Equity,INE913H01037,,,,,,2024-09-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,20.0885,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,1502816.29,False
Hexaware Technologies Ltd Ordinary Shares,0P0001UQML,0P0001UQML,E,0.05435,178688.0,1478767.0,0.0,India,544362,,,3,Fairly Valued,,Technology,technology,"{'trend': [1253692.0, 1321227.0, 1460852.0, 1478767.0]}",Equity,INE093A01041,,,,,,2025-09-30T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,,,,,,,3,Quan,ST,IND,Indian Rupee,1478766.55,False
CRISIL Ltd,0P0000BTVC,0P0000BTVC,E,0.05228,29316.0,1422404.0,0.0,India,500092,-17.7049,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [1360980.0, 1554367.0, 1401034.0, 1422404.0]}",Equity,INE007A01025,,,,,,2025-03-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,17.8532,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,1422404.34,False
Zee Entertainment Enterprises Ltd,0P0000BKE6,0P0000BKE6,E,0.05215,1368080.0,1418879.0,0.0,India,ZEEL,-28.2691,,3,Fairly Valued,,Communication Services,communicationsServices,"{'trend': [1608639.0, 1480115.0, 1499711.0, 1418879.0]}",Equity,INE256A01028,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,11.6644,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,1418878.61,True
IRB Infrastructure Developers Ltd,0P0000D66V,0P0000D66V,E,0.05132,3019548.0,1396234.0,0.0,India,532947,-28.5051,,3,Fairly Valued,,Industrials,industrials,"{'trend': [1301459.0, 1454774.0, 1399777.0, 1396234.0]}",Equity,INE821I01022,,,,,,2024-09-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,35.9535,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,1396233.92,False
Thermax Ltd,0P0000ASC1,0P0000ASC1,E,0.05085,44672.0,1383692.0,0.0,India,THERMAX,-39.626,,3,Fairly Valued,,Industrials,industrials,"{'trend': [1481946.0, 1546685.0, 1409261.0, 1383692.0]}",Equity,INE152A01029,,,,,,2024-03-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,33.8737,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,1383692.4,True
NLC India Ltd,0P0000AXC0,0P0000AXC0,E,0.05019,522104.0,1365485.0,0.0,India,513683,-5.5332,,3,Fairly Valued,,Utilities,utilities,"{'trend': [1558784.0, 1473085.0, 1371762.0, 1365485.0]}",Equity,INE589A01014,,,,,,2024-03-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,34.7958,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,1365484.99,False
NTPC Green Energy Ltd,0P0001U4RH,0P0001U4RH,E,0.04954,1340160.0,1347947.0,0.0,India,NTPCGREEN,-36.1671,,3,Fairly Valued,,Utilities,utilities,"{'trend': [1363215.0, 1486812.0, 1374706.0, 1347947.0]}",Equity,INE0ONG01011,,,,,,2025-06-24T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,,,,,,,3,Quan,ST,IND,Indian Rupee,1347946.89,False
Aarti Industries Ltd,0P0000C4GB,0P0000C4GB,E,0.04466,307564.0,1215211.0,0.0,India,524208,-18.2846,,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [1206689.0, 1257083.0, 1270340.0, 1215211.0]}",Equity,INE769A01020,,,,,,2021-09-20T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,28.3029,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,1215210.54,True
Honeywell Automation India Ltd,0P0000BSFC,0P0000BSFC,E,0.04427,3216.0,1204643.0,0.0,India,517174,-16.8389,,3,Fairly Valued,,Industrials,industrials,"{'trend': [1226898.0, 1270339.0, 1235397.0, 1204643.0]}",Equity,INE671A01010,,,,,,2021-03-22T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,27.144,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,1204643.02,False
Gujarat Gas Ltd,0P00016OH2,0P00016OH2,E,0.04159,261052.0,1131548.0,0.0,India,539336,-21.1046,,3,Fairly Valued,,Utilities,utilities,"{'trend': [1173376.0, 1143985.0, 1117236.0, 1131548.0]}",Equity,INE844O01030,,,,,,2020-09-21T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,28.1029,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,1131547.96,False
Bata India Ltd,0P0000B2BC,0P0000B2BC,E,0.03816,97720.0,1038197.0,0.0,India,500043,-32.2116,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [1191258.0, 1125338.0, 1054858.0, 1038197.0]}",Equity,INE176A01028,,,,,,2020-03-23T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,26.0844,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,1038197.27,False
Authum Investment & Infrastucture Ltd,0P000166W5,0P000166W5,E,0.03577,33504.0,973138.0,0.0,India,539177,38.9304,,2,Overvalued,,Financial Services,financialService,"{'trend': [1080573.0, 1048041.0, 979632.0, 973138.0]}",Equity,INE206F01022,,,,,,2025-09-30T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,21.9571,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,973138.15,False
Metro Brands Ltd,0P0001O5OD,0P0001O5OD,E,0.03442,72592.0,936614.0,0.0,India,543426,-7.1328,,2,Overvalued,,Consumer Cyclical,consumerCyclical,"{'trend': [980113.0, 881410.0, 918027.0, 936614.0]}",Equity,INE317I01021,,,,,,2024-03-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,17.5734,4.0,2025-12-03T06:00:00.000,Low,,,2,Quan,ST,IND,Indian Rupee,936613.95,False
IDBI Bank Ltd,0P0000BW8P,0P0000BW8P,E,0.03425,885064.0,932033.0,0.0,India,500116,22.77,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [846667.0, 988199.0, 959799.0, 932033.0]}",Equity,INE008A01015,,,,,,2023-03-20T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,28.5499,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,932032.98,False
Whirlpool of India Ltd,0P0000BHKW,0P0000BHKW,E,0.03409,90740.0,927636.0,0.0,India,500238,-52.1334,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [1131046.0, 1365589.0, 1050975.0, 927636.0]}",Equity,INE716A01013,,,,,,2019-09-23T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,22.6539,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,927635.86,True
Bayer CropScience Ltd,0P0000C1BJ,0P0000C1BJ,E,0.03244,18148.0,882565.0,0.0,India,506285,-27.507,,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [913515.0, 953521.0, 913322.0, 882565.0]}",Equity,INE462A01022,,,,,,2020-09-21T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,36.5908,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,882564.63,False
SJVN Ltd,0P0000OMIE,0P0000OMIE,E,0.03164,1079108.0,860850.0,0.0,India,SJVN,-37.7185,,3,Fairly Valued,,Utilities,utilities,"{'trend': [1019872.0, 1021805.0, 907690.0, 860850.0]}",Equity,INE002L01015,,,,,,2024-03-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,39.6065,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,860850.03,True
Sun TV Network Ltd,0P0000BFZX,0P0000BFZX,E,0.02984,131224.0,811917.0,0.0,India,532733,-20.1938,,3,Fairly Valued,,Communication Services,communicationsServices,"{'trend': [718762.0, 792989.0, 787722.0, 811917.0]}",Equity,INE424H01027,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,13.7075,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,811917.18,True
Kansai Nerolac Paints Ltd,0P0000BIC4,0P0000BIC4,E,0.02883,317512.0,784547.0,0.0,India,500165,-13.4348,,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [822027.0, 846943.0, 811261.0, 784547.0]}",Equity,INE531A01024,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,18.422,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,784546.83,False
Godrej Industries Ltd,0P0000AINS,0P0000AINS,E,0.02761,67008.0,751175.0,0.0,India,500164,-5.3775,,3,Fairly Valued,,Industrials,industrials,"{'trend': [842596.0, 796383.0, 761264.0, 751175.0]}",Equity,INE233A01035,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,30.6837,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,751174.85,False
Indian Overseas Bank,0P0000AHH2,0P0000AHH2,E,0.0238,1581668.0,647687.0,0.0,India,532388,-35.7836,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [654408.0, 682402.0, 662817.0, 647687.0]}",Equity,INE565A01014,,,,,,2025-09-30T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,35.5879,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,647686.53,True
The New India Assurance Co Ltd,0P0001C6CW,0P0001C6CW,E,0.02278,344812.0,619788.0,0.0,India,540769,-15.7652,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [682292.0, 693839.0, 635804.0, 619788.0]}",Equity,INE470Y01017,,,,,,2024-03-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,33.7383,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,619787.69,False
Vedant Fashions Ltd,0P0001OH5H,0P0001OH5H,E,0.02215,93532.0,602671.0,0.0,India,543463,-54.3839,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [675461.0, 649676.0, 614510.0, 602671.0]}",Equity,INE825V01034,,,,,,2023-03-20T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,26.9742,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,602670.91,True
Kwality Wall's India Ltd,,,E,0.0208,1338744.0,565990.0,0.0,India,,,,,,,,,,Equity,INE2KCE01013,,,,,,2025-12-05T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,,,,,,,,,,,,565989.94,
Central Bank of India,0P0000BZNN,0P0000BZNN,E,0.01947,1309448.0,529692.0,0.0,India,532885,-37.7229,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [517663.0, 556081.0, 542798.0, 529692.0]}",Equity,INE483A01010,,,,,,2024-09-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,,,,,,,3,Quan,ST,IND,Indian Rupee,529692.04,True
Relaxo Footwears Ltd,0P0000ALGM,0P0000ALGM,E,0.01871,113076.0,508970.0,0.0,India,530517,-37.1569,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [527659.0, 530492.0, 499940.0, 508970.0]}",Equity,INE131B01039,,,,,,2022-03-18T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,21.2771,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,508970.28,True
Tata Teleservices (Maharashtra) Ltd,0P0000AXBV,0P0000AXBV,E,0.0164,795093.0,446319.0,0.0,India,532371,-42.5796,,3,Fairly Valued,,Communication Services,communicationsServices,"{'trend': [457791.0, 466814.0, 445303.0, 446319.0]}",Equity,INE517B01013,,,,,,2022-03-22T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,29.378,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,446318.6,False
Mangalore Refinery and Petrochemicals Ltd,0P0000BAJS,0P0000BAJS,E,0.01572,258260.0,427828.0,0.0,India,500109,-1.3903,,3,Fairly Valued,,Energy,energy,"{'trend': [358855.0, 462256.0, 440999.0, 427828.0]}",Equity,INE103A01014,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,37.7538,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,427827.53,True
Indian Rupee,,,CH,0.39168,962920281.0,10657078.0,-47057938.0,India,,,,,,,,,,Other,,,501013,cashAndEquivalents,cashAndEquivalents,Currency,,,,INR,INR,,,,0,_PO_,,,,,,0,,,,,,,,,,,,,,,10657077.98,
Nifty 50 Future Dec 25,,,EL,0.31757,166.0,8640632.0,-30.0,India,,,,,,,,,,Other,,,,,,,,2025-12-30T06:00:00.000,,INR,USD,,,,0,_PO_,,,,,,0,,,,,,,,,,,,,,Indian Rupee,8640632.0,
Jp Morgan Futures Cash Balance - Usd,,,C,0.0258,701943.0,701943.0,17283.0,United States,,,,,,,,,,Other,,,501011,cashAndEquivalents,cashAndEquivalents,Cash,,,,USD,USD,,,,0,_PO_,,,,,,0,,,,,,,,,,,,,,,701942.83,
Franklin Instl U.S. Govt Mny Mkt Fund,FMUSA000TJ,0P00002M1S,FM,0.01464,398262.0,398262.0,398262.0,United States,,,,,,,,,,Other,US4577565009,457756500,501019,cashAndEquivalents,cashAndEquivalents,Money Market,,,,USD,USD,0.17,4.12588,,0,_PO_,,,,5.465303578,4.04987,0,US Fund Money Market-Taxable,Bil,,,,,,,,,,FM,USA,US Dollar,398262.35,
TVS Motor Company Limited 0%,,,P,0.00518,1254400.0,140931.0,0.0,India,,,,,,,,,,Other,INE494B04019,Y9014B129,304002,corporate,Preferred,Consumer Cyclical,,,0.0,INR,INR,,,,0,_PO_,,,,,,0,,,,,,,,,,,,,,Indian Rupee,140930.67,
Cash,,,C,-0.00225,61217.0,-61217.0,61217.0,United States,,,,,,,,,,Other,,,501011,cashAndEquivalents,cashAndEquivalents,Cash,,,,USD,USD,,,,0,_PO_,,,,,,0,,,,,,,,,,,,,,,-61217.03,
