securityName,secId,performanceId,holdingTypeId,weighting,numberOfShare,marketValue,shareChange,country,ticker,totalReturn1Year,forwardPERatio,stockRating,assessment,economicMoat,sector,sectorCode,holdingTrend,holdingType,isin,cusip,secondarySectorId,superSectorName,primarySectorName,secondarySectorName,firstBoughtDate,maturityDate,coupon,currency,localCurrencyCode,prospectusNetExpenseRatio,oneYearReturn,morningstarRating,ePUsedForOverallRating,analystRating,medalistRating,medalistRatingLabel,overallRatingPublishDateUtc,totalAssets,ttmYield,epUsedFor1YearReturn,morningstarCategory,totalAssetsMagnitude,lastTurnoverRatio,susEsgRiskScore,susEsgRiskGlobes,esgAsOfDate,susEsgRiskCategory,managementExpenseRatio,qualRating,quantRating,bestRatingType,securityType,domicileCountryId,currencyName,originalMarketValue,isMomentumFilterFlag
Alkem Laboratories Ltd,0P000177DB,0P000177DB,E,0.13737,60028.0,3737674.0,0.0,India,ALKEM,4.4294,,3,Fairly Valued,,Healthcare,healthcare,"{'trend': [3407613.0, 3555510.0, 3686741.0, 3737674.0]}",Equity,INE540L01014,,,,,,2019-03-18T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,27.2495,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,3737673.93,False
Blue Star Ltd,0P0000B8TS,0P0000B8TS,E,0.13684,192648.0,3723114.0,0.0,India,BLUESTARCO,-12.0222,,3,Fairly Valued,,Industrials,industrials,"{'trend': [3791839.0, 4014729.0, 3674227.0, 3723114.0]}",Equity,INE472A01039,,,,,,2025-03-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,27.6267,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,3723113.69,False
Mahindra & Mahindra Financial Services Ltd,0P0000C7QB,0P0000C7QB,E,0.13623,984180.0,3706673.0,0.0,India,M&MFIN,29.4703,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [2835159.0, 3340528.0, 3953672.0, 3706673.0]}",Equity,INE774D01024,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,17.523,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,3706673.17,False
UNO Minda Ltd,0P0000CK7C,0P0000CK7C,E,0.13604,270824.0,3701406.0,0.0,India,532539,17.6728,,2,Overvalued,,Consumer Cyclical,consumerCyclical,"{'trend': [3680663.0, 3598296.0, 3823443.0, 3701406.0]}",Equity,INE405E01023,,,,,,2022-03-18T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,24.8857,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,3701406.2,False
Jubilant Foodworks Ltd,0P0000N9ID,0P0000N9ID,E,0.13546,557004.0,3685825.0,0.0,India,JUBLFOOD,-12.9966,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [3598500.0, 3581978.0, 3619531.0, 3685825.0]}",Equity,INE797F01020,,,,,,2020-03-23T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,26.1219,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,3685824.71,False
ITC Hotels Ltd,0P0001UEGO,0P0001UEGO,E,0.13387,1719872.0,3642463.0,245696.0,India,544325,,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [3505807.0, 3439072.0, 3323763.0, 3642463.0]}",Equity,INE379A01028,,,,,,2025-01-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,,,,,,,3,Quan,ST,IND,Indian Rupee,3642462.57,False
Page Industries Ltd,0P0000C3Q6,0P0000C3Q6,E,0.13224,8771.0,3597998.0,0.0,India,532827,-20.8237,,2,Overvalued,,Consumer Cyclical,consumerCyclical,"{'trend': [3746885.0, 3895311.0, 3636753.0, 3597998.0]}",Equity,INE761H01022,,,,,,2018-03-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,17.8966,4.0,2025-12-03T06:00:00.000,Low,,,2,Quan,ST,IND,Indian Rupee,3597998.06,False
Sona BLW Precision Forgings Ltd,0P0001MRJ6,0P0001MRJ6,E,0.13196,671476.0,3590544.0,0.0,India,543300,-21.9572,37.594,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [2893082.0, 3414557.0, 3712331.0, 3590544.0]}",Equity,INE073K01018,,,,,,2022-09-09T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,20.8678,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,3590544.29,True
Indian Bank,0P0000AOFF,0P0000AOFF,E,0.1311,411820.0,3567162.0,0.0,India,532814,39.3583,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [3234972.0, 3803832.0, 3871772.0, 3567162.0]}",Equity,INE562A01011,,,,,,2023-03-20T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,36.0288,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,3567162.01,False
Petronet LNG Ltd,0P0000C7PO,0P0000C7PO,E,0.12688,1150616.0,3452294.0,0.0,India,532522,-18.5996,,3,Fairly Valued,,Energy,energy,"{'trend': [3356826.0, 3480975.0, 3379264.0, 3452294.0]}",Equity,INE347G01014,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,32.7587,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,3452293.7,True
Indian Railway Finance Corp Ltd Ordinary Shares,0P0001LL6J,0P0001LL6J,E,0.12609,2736160.0,3430685.0,0.0,India,543257,-28.9183,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [3536228.0, 3629211.0, 3475332.0, 3430685.0]}",Equity,INE053F01010,,,,,,2021-06-21T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,29.4054,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,3430685.26,False
Indian Railway Catering And Tourism Corp Ltd,0P0001IKJO,0P0001IKJO,E,0.12552,460680.0,3415268.0,0.0,India,542830,-18.6641,,3,Fairly Valued,,Industrials,industrials,"{'trend': [3376308.0, 3561389.0, 3417628.0, 3415268.0]}",Equity,INE335Y01020,,,,,,2021-10-28T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,25.1822,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,3415267.53,False
Ipca Laboratories Ltd,0P0000C28O,0P0000C28O,E,0.12453,208004.0,3388424.0,0.0,India,524494,-5.8207,,3,Fairly Valued,,Healthcare,healthcare,"{'trend': [2914398.0, 2844186.0, 3265318.0, 3388424.0]}",Equity,INE571A01038,,,,,,2020-09-21T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,35.7738,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,3388424.41,False
JK Cement Ltd,0P0000AXLQ,0P0000AXLQ,E,0.1241,54444.0,3376727.0,0.0,India,JKCEMENT,23.4076,30.303,2,Overvalued,,Basic Materials,basicMaterials,"{'trend': [3589113.0, 3639097.0, 3386726.0, 3376727.0]}",Equity,INE823G01014,,,,,,2025-09-30T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,34.9244,2.0,2025-12-03T06:00:00.000,High,,,2,Quan,ST,IND,Indian Rupee,3376727.09,False
Tata Communications Ltd,0P0000CING,0P0000CING,E,0.12299,170312.0,3346300.0,0.0,India,500483,-1.3047,,3,Fairly Valued,,Communication Services,communicationsServices,"{'trend': [2875127.0, 3435671.0, 3339858.0, 3346300.0]}",Equity,INE151A01013,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,21.3164,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,3346299.53,False
Supreme Industries Ltd,0P0000AMVA,0P0000AMVA,E,0.12121,92136.0,3297950.0,0.0,India,509930,-32.5835,39.3701,3,Fairly Valued,,Industrials,industrials,"{'trend': [4068153.0, 3778432.0, 3375921.0, 3297950.0]}",Equity,INE195A01028,,,,,,2023-03-20T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,24.8951,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,3297949.77,False
Oberoi Realty Ltd,0P0000Q5OV,0P0000Q5OV,E,0.11868,178688.0,3229061.0,0.0,India,533273,-21.7696,,3,Fairly Valued,,Real Estate,realEstate,"{'trend': [2958189.0, 3418006.0, 3179802.0, 3229061.0]}",Equity,INE093I01010,,,,,,2019-09-23T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,19.1213,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,3229060.55,False
Mazagon Dock Shipbuilders Ltd,0P0001KVG8,0P0001KVG8,E,0.1177,117264.0,3202356.0,0.0,India,543237,-0.2761,27.8552,3,Fairly Valued,,Industrials,industrials,"{'trend': [3388491.0, 3442236.0, 3394634.0, 3202356.0]}",Equity,INE249Z01020,,,,,,2024-03-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,28.2491,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,3202356.48,False
Balkrishna Industries Ltd,0P0000AO6Y,0P0000AO6Y,E,0.11711,124244.0,3186301.0,0.0,India,BALKRISIND,-15.9395,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [2983437.0, 3046804.0, 3099123.0, 3186301.0]}",Equity,INE787D01026,,,,,,2020-09-21T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,19.0312,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,3186300.67,False
Steel Authority Of India Ltd,0P0000BQ49,0P0000BQ49,E,0.11652,2211264.0,3170241.0,0.0,India,500113,3.3282,,4,Undervalued,,Basic Materials,basicMaterials,"{'trend': [3111680.0, 3255051.0, 3222872.0, 3170241.0]}",Equity,INE114A01011,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,33.2006,2.0,2025-12-03T06:00:00.000,High,,,4,Quan,ST,IND,Indian Rupee,3170241.14,False
Oracle Financial Services Software Ltd,0P0000ARI6,0P0000ARI6,E,0.11462,35200.0,3118544.0,0.0,India,532466,-30.7269,,3,Fairly Valued,,Technology,technology,"{'trend': [3097106.0, 3225333.0, 3083828.0, 3118544.0]}",Equity,INE881D01027,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,18.0636,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,3118543.52,False
Kalyan Jewellers India Ltd,0P0001M0E9,0P0001M0E9,E,0.11344,593300.0,3086500.0,0.0,India,543278,-36.6844,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [2820419.0, 3252830.0, 3239104.0, 3086500.0]}",Equity,INE303R01014,,,,,,2024-03-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,28.268,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,3086499.53,True
KPIT Technologies Ltd,0P0001HA3X,0P0001HA3X,E,0.11338,226152.0,3084858.0,0.0,India,542651,-19.153,,3,Fairly Valued,,Technology,technology,"{'trend': [2597650.0, 2838128.0, 2986566.0, 3084858.0]}",Equity,INE04I401011,,,,,,2024-03-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,18.1624,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,3084857.95,False
Cholamandalam Financial Holdings Ltd,0P0000AMR3,0P0000AMR3,E,0.11064,140996.0,3010453.0,0.0,India,504973,26.2875,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [2781088.0, 2900704.0, 2812185.0, 3010453.0]}",Equity,INE149A01033,,,,,,2025-09-30T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,32.6715,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,3010453.03,True
Rail Vikas Nigam Ltd,0P0001H8OI,0P0001H8OI,E,0.11016,868312.0,2997361.0,0.0,India,542649,-33.0427,,3,Fairly Valued,,Industrials,industrials,"{'trend': [3084240.0, 3071001.0, 3040277.0, 2997361.0]}",Equity,INE415G01027,,,,,,2024-03-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,41.1421,1.0,2025-12-03T06:00:00.000,Severe,,,3,Quan,ST,IND,Indian Rupee,2997360.55,False
Patanjali Foods Ltd,0P0000AP76,0P0000AP76,E,0.10917,502560.0,2970419.0,0.0,India,500368,-11.3023,,3,Fairly Valued,,Consumer Defensive,consumerDefensive,"{'trend': [3028002.0, 3256456.0, 3084674.0, 2970419.0]}",Equity,INE619A01035,,,,,,2023-03-20T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,35.6341,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,2970418.55,False
Container Corporation of India Ltd,0P0000B6H6,0P0000B6H6,E,0.10809,525200.0,2940899.0,0.0,India,531344,-22.0312,,3,Fairly Valued,,Industrials,industrials,"{'trend': [2889756.0, 3080383.0, 2900849.0, 2940899.0]}",Equity,INE111A01025,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,29.9865,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,2940899.12,False
Piramal Finance Ltd,0P0001Y6W3,0P0001Y6W3,E,0.10789,171108.0,2935661.0,0.0,India,544597,,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [2863296.0, 2935661.0, None, None]}",Equity,INE202B01038,,,,,,2025-10-02T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,,,,,,,3,Quan,ST,IND,Indian Rupee,2935660.69,False
Tata Elxsi Ltd,0P0000B276,0P0000B276,E,0.1069,52389.0,2908632.0,0.0,India,500408,-30.31,,3,Fairly Valued,,Technology,technology,"{'trend': [2868503.0, 3075786.0, 2921021.0, 2908632.0]}",Equity,INE670A01012,,,,,,2022-03-18T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,22.0597,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,2908631.71,False
Astral Ltd,0P0000CBBY,0P0000CBBY,E,0.10512,183718.0,2860230.0,0.0,India,ASTRAL,-22.5401,,3,Fairly Valued,,Industrials,industrials,"{'trend': [2627714.0, 2866264.0, 2860112.0, 2860230.0]}",Equity,INE006I01046,,,,,,2021-05-11T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,27.0773,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,2860230.32,False
IndusInd Bank Ltd,0P0000AMIG,0P0000AMIG,E,0.10153,298744.0,2762609.0,0.0,India,INDUSINDBK,-15.2112,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [2299365.0, 2554050.0, 2770914.0, 2762609.0]}",Equity,INE095A01012,,,,,,2025-03-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,20.5913,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,2762609.14,False
Exide Industries Ltd,0P0000BSMG,0P0000BSMG,E,0.097,636576.0,2639161.0,0.0,India,500086,-18.5101,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [2602830.0, 2615004.0, 2577556.0, 2639161.0]}",Equity,INE302A01020,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,15.5797,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,2639160.75,False
Central Depository Services (India) Ltd,0P0001B2RR,0P0001B2RR,E,0.09684,156352.0,2634909.0,0.0,India,CDSL,-20.9959,,4,Undervalued,,Financial Services,financialService,"{'trend': [2386362.0, 2669362.0, 2731653.0, 2634909.0]}",Equity,INE736A01011,,,,,,2025-03-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,24.5077,3.0,2025-12-03T06:00:00.000,Medium,,,4,Quan,ST,IND,Indian Rupee,2634908.86,False
Schaeffler India Ltd,0P0000B1NU,0P0000B1NU,E,0.0961,61424.0,2614879.0,0.0,India,SCHAEFFLER,5.7444,,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [2705160.0, 2656977.0, 2587583.0, 2614879.0]}",Equity,INE513A01022,,,,,,2022-09-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,22.5821,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,2614879.27,False
LIC Housing Finance Ltd,0P0000C9DI,0P0000C9DI,E,0.09541,439740.0,2595953.0,0.0,India,LICHSGFIN,-14.2179,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [2599807.0, 2700638.0, 2608589.0, 2595953.0]}",Equity,INE115A01026,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,24.7946,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,2595952.81,False
Apar Industries Ltd,0P0000CEMU,0P0000CEMU,E,0.09186,25128.0,2499312.0,0.0,India,532259,-9.266,,3,Fairly Valued,,Industrials,industrials,"{'trend': [2152416.0, 2343686.0, 2486497.0, 2499312.0]}",Equity,INE372A01015,,,,,,2025-03-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,22.7216,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,2499312.0,True
Dalmia Bharat Ltd,0P0001FD9V,0P0001FD9V,E,0.0914,113076.0,2486783.0,0.0,India,542216,7.4073,26.8097,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [2635277.0, 2550350.0, 2454682.0, 2486783.0]}",Equity,INE00R701025,,,,,,2019-01-14T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,27.8374,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,2486783.46,False
ACC Ltd,0P0000B89U,0P0000B89U,E,0.0899,124244.0,2446103.0,0.0,India,500410,-20.2501,,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [2372267.0, 2514502.0, 2483970.0, 2446103.0]}",Equity,INE012A01025,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,23.3841,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,2446103.17,True
Nippon Life India Asset Management Ltd Ordinary Shares,0P0001C2A6,0P0001C2A6,E,0.08702,258260.0,2367657.0,0.0,India,540767,14.2646,,1,Overvalued,,Financial Services,financialService,"{'trend': [2346651.0, 2430179.0, 2442987.0, 2367657.0]}",Equity,INE298J01013,,,,,,2020-03-23T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,19.9999,4.0,2025-12-03T06:00:00.000,Low,,,1,Quan,ST,IND,Indian Rupee,2367657.25,False
RBL Bank Ltd,0P00018LKX,0P00018LKX,E,0.08553,675664.0,2327117.0,0.0,India,RBLBANK,77.724,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [1960194.0, 2371848.0, 2280343.0, 2327117.0]}",Equity,INE976G01028,,,,,,2019-03-18T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,26.3967,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,2327116.78,False
Adani Total Gas Ltd,0P0001EXCU,0P0001EXCU,E,0.081,339228.0,2204015.0,0.0,India,542066,-18.7137,,3,Fairly Valued,,Utilities,utilities,"{'trend': [2219610.0, 2304657.0, 2223250.0, 2204015.0]}",Equity,INE399L01023,,,,,,2021-03-22T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,23.0655,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,2204015.24,False
Berger Paints India Ltd,0P0000BAVZ,0P0000BAVZ,E,0.08088,368544.0,2200537.0,0.0,India,509480,15.4294,,2,Overvalued,,Basic Materials,basicMaterials,"{'trend': [1986835.0, 2149023.0, 2247960.0, 2200537.0]}",Equity,INE463A01038,,,,,,2018-02-28T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,33.0384,2.0,2025-12-03T06:00:00.000,High,,,2,Quan,ST,IND,Indian Rupee,2200536.64,False
Indraprastha Gas Ltd,0P0000AXLR,0P0000AXLR,E,0.08043,1073524.0,2188276.0,0.0,India,532514,-2.8409,,3,Fairly Valued,,Utilities,utilities,"{'trend': [2342598.0, 2447356.0, 2312340.0, 2188276.0]}",Equity,INE203G01027,,,,,,2020-09-21T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,35.1063,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,2188275.69,False
Bank of India,0P0000CAP0,0P0000CAP0,E,0.08033,1402980.0,2185640.0,0.0,India,532149,28.3945,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [1811751.0, 2110958.0, 2230183.0, 2185640.0]}",Equity,INE084A01016,,,,,,2018-02-07T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,31.4634,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,2185639.59,False
Bharat Dynamics Ltd Ordinary Shares,0P0001CZ7Z,0P0001CZ7Z,E,0.08026,139600.0,2183727.0,0.0,India,541143,15.3818,,2,Overvalued,,Industrials,industrials,"{'trend': [2181223.0, 2297317.0, 2282732.0, 2183727.0]}",Equity,INE171Z01026,,,,,,2024-09-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,39.2502,2.0,2025-12-03T06:00:00.000,High,,,2,Quan,ST,IND,Indian Rupee,2183726.86,False
Cochin Shipyard Ltd,0P0001BH2M,0P0001BH2M,E,0.0798,122848.0,2171305.0,0.0,India,540678,-2.4639,,3,Fairly Valued,,Industrials,industrials,"{'trend': [2300492.0, 2364679.0, 2211197.0, 2171305.0]}",Equity,INE704P01025,,,,,,2024-09-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,37.2905,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,IND,Indian Rupee,2171304.92,False
Narayana Hrudayalaya Ltd,0P0001795Z,0P0001795Z,E,0.0792,103304.0,2155030.0,0.0,India,NH,44.798,,2,Overvalued,,Healthcare,healthcare,"{'trend': [1878294.0, 1952811.0, 2171234.0, 2155030.0]}",Equity,INE410P01011,,,,,,2025-09-30T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,26.5172,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,2155029.71,False
Bharti Hexacom Ltd,0P0001SQRO,0P0001SQRO,E,0.07905,114472.0,2150966.0,0.0,India,544162,19.0334,,2,Overvalued,,Communication Services,communicationsServices,"{'trend': [1988161.0, 2291244.0, 2186823.0, 2150966.0]}",Equity,INE343G01021,,,,,,2024-12-24T06:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,25.0892,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,2150966.32,False
Lloyds Metals & Energy Ltd,0P0000C3K8,0P0000C3K8,E,0.07851,150768.0,2136165.0,0.0,India,512455,17.4438,,1,Overvalued,,Basic Materials,basicMaterials,"{'trend': [1932600.0, 2116048.0, 1987786.0, 2136165.0]}",Equity,INE281B01032,,,,,,2024-09-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,43.5872,1.0,2025-12-03T06:00:00.000,Severe,,,1,Quan,ST,IND,Indian Rupee,2136165.06,False
L&T Technology Services Ltd,0P00018PKM,0P00018PKM,E,0.07707,40606.0,2097059.0,0.0,India,LTTS,-12.7388,,3,Fairly Valued,,Technology,technology,"{'trend': [1748397.0, 1799264.0, 1948122.0, 2097059.0]}",Equity,INE010V01017,,,,,,2021-09-20T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,19.9244,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,2097059.13,False
Gujarat Fluorochemicals Ltd Ordinary Shares,0P0001IKSU,0P0001IKSU,E,0.07704,54444.0,2096234.0,0.0,India,542812,-20.8191,,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [2112336.0, 2192360.0, 2013625.0, 2096234.0]}",Equity,INE09N301011,,,,,,2022-09-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,24.893,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,2096234.09,False
Motilal Oswal Financial Services Ltd,0P0000BQS2,0P0000BQS2,E,0.07469,220568.0,2032238.0,0.0,India,532892,-14.1354,,4,Undervalued,,Financial Services,financialService,"{'trend': [2062445.0, 2320351.0, 2286247.0, 2032238.0]}",Equity,INE338I01027,,,,,,2024-09-25T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,30.4627,2.0,2025-12-03T06:00:00.000,High,,,4,Quan,ST,IND,Indian Rupee,2032237.95,False
General Insurance Corp of India,0P0001BV2N,0P0001BV2N,E,0.07269,476449.0,1977932.0,0.0,India,540755,-8.8447,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [1838044.0, 1917831.0, 1993073.0, 1977932.0]}",Equity,INE481Y01014,,,,,,2021-09-20T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,27.8093,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,1977931.71,False
Poonawalla Fincorp Ltd,0P0000B45J,0P0000B45J,E,0.07245,396464.0,1971241.0,0.0,India,524000,26.0123,,2,Overvalued,,Financial Services,financialService,"{'trend': [2064338.0, 2054887.0, 2057191.0, 1971241.0]}",Equity,INE511C01022,,,,,,2024-03-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,24.0736,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,IND,Indian Rupee,1971240.68,False
Bandhan Bank Ltd,0P0001CZYB,0P0001CZYB,E,0.07199,1218128.0,1958738.0,0.0,India,541153,-11.4303,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [2067709.0, 2051445.0, 1978763.0, 1958738.0]}",Equity,INE545U01014,,,,,,2018-09-24T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,23.2493,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,IND,Indian Rupee,1958738.5,False
Syngene International Ltd,0P00016ISF,0P00016ISF,E,0.07169,275012.0,1950544.0,0.0,India,539268,-25.5846,,3,Fairly Valued,,Healthcare,healthcare,"{'trend': [1792387.0, 1923110.0, 1926132.0, 1950544.0]}",Equity,INE398R01022,,,,,,2023-09-19T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,14.6591,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,IND,Indian Rupee,1950544.41,False
Godfrey Phillips India Ltd,0P0000BFM1,0P0000BFM1,E,0.07161,62820.0,1948459.0,0.0,India,500163,45.2357,,2,Overvalued,,Consumer Defensive,consumerDefensive,"{'trend': [2224462.0, 2079680.0, 1949808.0, 1948459.0]}",Equity,INE260B01028,,,,,,2025-09-30T05:00:00.000,,,INR,INR,,,,0,,,,,,,0,,,,30.8201,2.0,2025-12-03T06:00:00.000,High,,,2,Quan,ST,IND,Indian Rupee,1948459.41,False
